epoch;accuracy;auc;loss;mean_squared_error;val_accuracy;val_auc;val_loss;val_mean_squared_error
0;0.015422885306179523;0.5338391661643982;4.680770397186279;0.009005658328533173;0.03125;0.5663305521011353;4.6421918869018555;0.008998249657452106
1;0.02537313476204872;0.6633203625679016;4.5034871101379395;0.008981936611235142;0.0401785708963871;0.7145905494689941;4.342446804046631;0.008936330676078796
2;0.039303481578826904;0.7437317967414856;4.281233787536621;0.00894561130553484;0.0491071417927742;0.7883806228637695;4.082089900970459;0.008882143534719944
3;0.06019900366663933;0.8078630566596985;3.9884414672851562;0.008872098289430141;0.0669642835855484;0.7907537817955017;4.162822246551514;0.00913716945797205
4;0.07960198819637299;0.837967038154602;3.808156967163086;0.008811264298856258;0.0959821417927742;0.8250530362129211;3.8519301414489746;0.0088381078094244
5;0.10845771431922913;0.8604369759559631;3.63832950592041;0.00873640924692154;0.1026785746216774;0.8701161742210388;3.5630266666412354;0.008772824890911579
6;0.12786069512367249;0.882311999797821;3.4623303413391113;0.008632848039269447;0.1428571492433548;0.876284122467041;3.476804494857788;0.008588737808167934
7;0.14129352569580078;0.8954277038574219;3.3008384704589844;0.008529932238161564;0.1785714328289032;0.8705222606658936;3.4638028144836426;0.008552384562790394
8;0.1621890515089035;0.902851939201355;3.1946463584899902;0.008422513492405415;0.1941964328289032;0.8769617080688477;3.3536109924316406;0.008518598042428493
9;0.19552238285541534;0.9132555723190308;3.069694995880127;0.00826337467879057;0.1785714328289032;0.8712478876113892;3.3448619842529297;0.008551156148314476
10;0.2154228836297989;0.9229130148887634;2.9230387210845947;0.008129598572850227;0.203125;0.9007102251052856;3.1499524116516113;0.008317620493471622
11;0.24776118993759155;0.9281987547874451;2.8272125720977783;0.007971098646521568;0.2165178507566452;0.8978267908096313;3.1212120056152344;0.008192676119506359
12;0.2597014904022217;0.9403170943260193;2.664238452911377;0.0077890027314424515;0.2254464328289032;0.9089260697364807;3.0035288333892822;0.008040497079491615
13;0.2756218910217285;0.9399937391281128;2.6113853454589844;0.007668227888643742;0.234375;0.8953334093093872;3.1101760864257812;0.008086195215582848
14;0.2990049719810486;0.9447932839393616;2.5180306434631348;0.007571114227175713;0.2633928656578064;0.9041430950164795;2.9345035552978516;0.007834573276340961
15;0.323383092880249;0.9535273313522339;2.365342617034912;0.007315279450267553;0.25;0.904917299747467;2.9557197093963623;0.007932014763355255
16;0.3477611839771271;0.9541730284690857;2.3171982765197754;0.0072118560783565044;0.2633928656578064;0.9051500558853149;3.010816812515259;0.008022048510611057
17;0.35671642422676086;0.9613015651702881;2.1931660175323486;0.006974856369197369;0.2700892984867096;0.8942506909370422;3.0892813205718994;0.007951410487294197
18;0.4000000059604645;0.9665891528129578;2.0774049758911133;0.006714849732816219;0.3147321343421936;0.9069795608520508;2.9458253383636475;0.007836062461137772
19;0.4089552164077759;0.9682488441467285;2.0200812816619873;0.006619627587497234;0.2946428656578064;0.8992539644241333;2.9495673179626465;0.007896143943071365
20;0.4288557171821594;0.9683691263198853;1.9461108446121216;0.006415764335542917;0.3236607015132904;0.9062222242355347;2.852588653564453;0.007697111461311579
21;0.4378109574317932;0.9699063897132874;1.8957802057266235;0.0063556586392223835;0.2924107015132904;0.9015762805938721;2.8851101398468018;0.007896083407104015
22;0.4601989984512329;0.971318781375885;1.8164458274841309;0.006147400941699743;0.3080357015132904;0.8973401188850403;3.043168783187866;0.007925971411168575
