epoch;accuracy;auc;loss;mean_squared_error;val_accuracy;val_auc;val_loss;val_mean_squared_error
0;0.013658536598086357;0.5353451371192932;4.6955366134643555;0.00901168491691351;0.01785714365541935;0.5734868049621582;4.643599987030029;0.008998677134513855
1;0.01609756052494049;0.5735117793083191;4.651516914367676;0.009000134654343128;0.01785714365541935;0.5824459791183472;4.631831169128418;0.008996699936687946
2;0.01902439072728157;0.5775222778320312;4.643518447875977;0.008998878300189972;0.02008928544819355;0.5773673057556152;4.640285015106201;0.008998137898743153
3;0.019999999552965164;0.5814008116722107;4.636848449707031;0.008997717872262001;0.02008928544819355;0.5928898453712463;4.629162311553955;0.008996083401143551
4;0.015609756112098694;0.5839780569076538;4.638472557067871;0.008997851051390171;0.02008928544819355;0.5727289915084839;4.640107154846191;0.008998110890388489
5;0.01609756052494049;0.5835031270980835;4.636178016662598;0.008997573517262936;0.02008928544819355;0.5836746692657471;4.629532337188721;0.008996247313916683
6;0.013170731253921986;0.5856016278266907;4.636559009552002;0.008997755125164986;0.01785714365541935;0.5859580039978027;4.631656646728516;0.00899663008749485
7;0.015121950767934322;0.5851767659187317;4.632413387298584;0.008996698074042797;0.015625;0.5874733924865723;4.629611968994141;0.008996273390948772
8;0.018048780038952827;0.5867278575897217;4.634131908416748;0.008997107855975628;0.02008928544819355;0.5773673057556152;4.635927677154541;0.008997343480587006
9;0.02048780396580696;0.5893999934196472;4.634245872497559;0.008997295051813126;0.02008928544819355;0.5820363163948059;4.634152889251709;0.00899706594645977
10;0.02048780396580696;0.584684431552887;4.633392810821533;0.008996978402137756;0.02008928544819355;0.5838180184364319;4.631901264190674;0.008996616117656231
11;0.02048780396580696;0.5850563645362854;4.633021831512451;0.00899689830839634;0.01785714365541935;0.5809099674224854;4.634086608886719;0.008997105993330479
12;0.019999999552965164;0.5882366299629211;4.6335978507995605;0.008997156284749508;0.01785714365541935;0.590842068195343;4.628315448760986;0.008996057324111462
13;0.01609756052494049;0.58917236328125;4.633122444152832;0.008997011929750443;0.02008928544819355;0.5814629793167114;4.633528232574463;0.008996919728815556
14;0.018536584451794624;0.5861406922340393;4.629382610321045;0.008996357209980488;0.02008928544819355;0.5848111510276794;4.629589080810547;0.008996167220175266
15;0.019999999552965164;0.5857678651809692;4.629628658294678;0.008996393531560898;0.02008928544819355;0.5958490371704102;4.632380962371826;0.008996612392365932
16;0.018536584451794624;0.5900911688804626;4.62900972366333;0.008996144868433475;0.02008928544819355;0.5860193967819214;4.629302978515625;0.008996070362627506
17;0.02048780396580696;0.5871462821960449;4.629027843475342;0.00899635348469019;0.02008928544819355;0.5909956693649292;4.630894184112549;0.0089964484795928
18;0.02048780396580696;0.5893329977989197;4.628997325897217;0.008996413089334965;0.02008928544819355;0.5859682559967041;4.628444671630859;0.00899607501924038
19;0.02048780396580696;0.588904619216919;4.626673698425293;0.008995752781629562;0.02008928544819355;0.5985624194145203;4.63112211227417;0.008996308781206608
20;0.019999999552965164;0.5892773866653442;4.629967212677002;0.008996357209980488;0.02008928544819355;0.584084153175354;4.6296515464782715;0.008996312506496906
21;0.019999999552965164;0.5898167490959167;4.627713203430176;0.008996191434562206;0.02008928544819355;0.5979071259498596;4.624331474304199;0.00899527408182621
22;0.020192308351397514;0.5885463356971741;4.628767490386963;0.008996420539915562;0.02008928544819355;0.5857429504394531;4.629268169403076;0.008996100164949894
23;0.019999999552965164;0.5911816358566284;4.627453327178955;0.008995982818305492;0.02008928544819355;0.5957158803939819;4.627418518066406;0.0089958431199193
24;0.01756097562611103;0.587843120098114;4.628169536590576;0.008996360003948212;0.02008928544819355;0.587934136390686;4.6278557777404785;0.008995900861918926
25;0.017073171213269234;0.5900810360908508;4.624624729156494;0.00899551436305046;0.02008928544819355;0.5987467765808105;4.621889591217041;0.00899497140198946
26;0.01902439072728157;0.5891994833946228;4.625710964202881;0.00899579655379057;0.02008928544819355;0.5845039486885071;4.627997398376465;0.00899585522711277
27;0.02048780396580696;0.582377552986145;4.627880096435547;0.008995977230370045;0.02008928544819355;0.5917022228240967;4.625103950500488;0.008995351381599903
28;0.019999999552965164;0.5922869443893433;4.626638889312744;0.008995845913887024;0.02008928544819355;0.5938625931739807;4.627440452575684;0.008995948359370232
29;0.019999999552965164;0.5917316675186157;4.626516342163086;0.008995793759822845;0.02008928544819355;0.5922858119010925;4.627490997314453;0.008995749056339264
30;0.019999999552965164;0.5922138094902039;4.625736713409424;0.008995763026177883;0.02008928544819355;0.5966784358024597;4.625166416168213;0.008995329029858112
31;0.019999999552965164;0.5916799306869507;4.626986980438232;0.008996047079563141;0.02008928544819355;0.5868180990219116;4.627535343170166;0.008995839394629002
32;0.02048780396580696;0.5882464647293091;4.625485897064209;0.00899566151201725;0.02008928544819355;0.5932379961013794;4.62345552444458;0.008995174430310726
