epoch;accuracy;auc;loss;mean_squared_error;val_accuracy;val_auc;val_loss;val_mean_squared_error
0;0.013650151900947094;0.521767258644104;4.69252347946167;0.009006861597299576;0.01785714365541935;0.5528956651687622;4.663710594177246;0.009002000093460083
1;0.016177957877516747;0.562979519367218;4.659152984619141;0.009001768194139004;0.01785714365541935;0.5776130557060242;4.642203330993652;0.008998481556773186
2;0.018705762922763824;0.5731133818626404;4.647140026092529;0.00899950135499239;0.01785714365541935;0.5834084153175354;4.636362552642822;0.008997435681521893
3;0.01820020191371441;0.5781601071357727;4.646997451782227;0.008999345824122429;0.01785714365541935;0.5841968655586243;4.636342525482178;0.008997463621199131
4;0.017694640904664993;0.5778070092201233;4.6445207595825195;0.008999091573059559;0.01785714365541935;0.5787393450737;4.636558532714844;0.008997498080134392
5;0.017694640904664993;0.5770958662033081;4.642123699188232;0.008998272940516472;0.01785714365541935;0.5692988038063049;4.648459434509277;0.008999532088637352
6;0.017694640904664993;0.5747931003570557;4.644937515258789;0.008998547680675983;0.01785714365541935;0.5860743522644043;4.626501560211182;0.008994698524475098
7;0.01921132393181324;0.5734649896621704;4.643529415130615;0.008998719975352287;0.01785714365541935;0.5821080207824707;4.636260509490967;0.008997470140457153
8;0.01415571290999651;0.5775847434997559;4.641935348510742;0.008998502045869827;0.01785714365541935;0.5838998556137085;4.635773658752441;0.00899734441190958
9;0.01921132393181324;0.5790703296661377;4.6399383544921875;0.008998114615678787;0.01785714365541935;0.5861832499504089;4.636172771453857;0.008997442200779915
10;0.01921132393181324;0.5764039158821106;4.639717102050781;0.008998000994324684;0.01785714365541935;0.5824664235115051;4.635647773742676;0.008997328579425812
11;0.019716884940862656;0.5803654193878174;4.637299060821533;0.00899762474000454;0.01785714365541935;0.5763638615608215;4.637630462646484;0.008997674100100994
12;0.01921132393181324;0.5782915949821472;4.638835430145264;0.008997801691293716;0.01785714365541935;0.583398163318634;4.635445594787598;0.008997306227684021
13;0.01921132393181324;0.5780385732650757;4.641419410705566;0.008998559787869453;0.01785714365541935;0.5779201984405518;4.637960910797119;0.008997775614261627
14;0.013144590891897678;0.5774371027946472;4.64091682434082;0.008998346514999866;0.01785714365541935;0.5879955887794495;4.636172771453857;0.008997459895908833
15;0.019716884940862656;0.5819780826568604;4.640377521514893;0.008998139761388302;0.01785714365541935;0.584309458732605;4.6351165771484375;0.008997290395200253
16;0.019716884940862656;0.5817967057228088;4.638278961181641;0.008997892960906029;0.01785714365541935;0.5774389505386353;4.637220859527588;0.008997604250907898
17;0.018705762922763824;0.5827569961547852;4.634853839874268;0.008997218683362007;0.01785714365541935;0.5882413387298584;4.635443687438965;0.008997329510748386
18;0.019716884940862656;0.5824980735778809;4.636455059051514;0.008997420780360699;0.01785714365541935;0.5773673057556152;4.636815071105957;0.008997528813779354
